copy	7	complete	869	2069	15812
suppress	1	NYS	869	1363	12305
light	0	NYS	865	3364	39794
plead	9	complete	862	1767	24643
reserve	1	NYS	862	1903	19146
wind	0	NYS	861	2255	24098
compel	1	NYS	860	1200	18336
exchange	15	ready	860	1914	15230
prevail	0	NYS	858	1176	12664
sum	1	NYS	858	1360	9915
trap	0	NYS	857	1930	18663
echo	0	NYS	856	1881	19650
halt	3	complete	856	1469	10348
dream	1	NYS	855	2513	23165
reward	0	NYS	853	1456	17279
motivate	0	NYS	852	1200	16713
drag	0	NYS	850	2998	34975
bother	1	NYS	848	3963	47342
prosecute	1	NYS	848	1091	12807
sponsor	1	NYS	848	1629	20623
total	0	NYS	847	1224	19687
dig	30	ready	845	2623	27870
underline	0	NYS	843	1265	5550
effect	0	NYS	841	1331	14895
omit	1	NYS	840	1502	6345
uphold	1	NYS	840	1086	11484
greet	5	WIP	835	2085	26737
market	1	NYS	834	1856	38799
stage	0	NYS	833	1584	23537
hire	3	complete	831	1940	34342
manipulate	0	NYS	830	1315	12374
repair	5	complete	830	1803	15496
amend	1	complete	828	1435	11033
counter	0	NYS	821	1252	13657
sail	8	complete	821	2630	10501
transport	0	NYS	821	1340	13689
insert	0	NYS	817	1806	13506
postpone	0	NYS	816	1127	7529
preach	0	NYS	816	1104	10693
